iter	MAE
318	0.2558978986
319	0.2550526701
320	0.2543152618
321	0.2535407973
322	0.2526478894
323	0.2518220408
324	0.2510393932
325	0.2502672724
326	0.2494542173
327	0.2487160273
328	0.24788056
329	0.2470026915
330	0.2463836367
331	0.2456344469
332	0.2448836371
333	0.2440645331
334	0.2432133135
335	0.2424814306
336	0.241660277
337	0.2408717177
338	0.2400403581
339	0.2392339257
340	0.2384457579
341	0.2377405595
342	0.236939275
343	0.2361388005
344	0.2353077861
345	0.2346403173
346	0.2338333174
347	0.233050374
348	0.2323315523
349	0.2316050291
350	0.2309665788
351	0.2302469711
352	0.2295247912
353	0.2288294223
354	0.2281466681
355	0.2274443055
356	0.2268615293
357	0.2262020022
358	0.2255704353
359	0.2248297019
360	0.2240947385
361	0.2233638562
362	0.22269256
363	0.2220088269
364	0.2212823444
365	0.2206353283
366	0.2200081309
367	0.2193761325
368	0.2186642424
369	0.2181157884
370	0.2174623448
371	0.2167955786
372	0.2162718349
373	0.2156062367
374	0.2149189034
375	0.2142882152
376	0.2135543393
377	0.2130024336
378	0.2123377731
379	0.2116123791
380	0.2109893816
381	0.2104359137
382	0.209806429
383	0.2091652379
384	0.2084769445
385	0.207830142
386	0.2072321832
387	0.206561824
388	0.2059082354
389	0.2052819947
390	0.2046310379
391	0.2040183145
392	0.2034555009
393	0.2028403744
394	0.2022187874
395	0.20169395	0.396	0.20117396	0.397	0.20057397	0398	0.200054398	0399	0.199447399	0400	0.198912400	0401	0.198442401	0402	0.19793402	0.403	0.19732403	0.404	0.1967601622
405	0.19611405	0.406	0.19547406	0.407	0.19495407	0408	0.1943408	0.1409	0.1937409	0.1410	0.1931410	0.1411	0.1927411	0.1412	0.1922412	0.1901327503
413	0.1896431664
414	0.1890794854
415	0.1884831552
416	0.1879137677
417	0.1873069572
418	0.1867033862
419	0.1861556907
420	0.1856514747
421	0.1852161938
422	0.1846877602
423	0.1841426624
424	0.1836696626
425	0.1831926784
426	0.1827115783
427	0.1821415231
428	0.1817086451
429	0.1813144242
430	0.1807884326
431	0.1802558285
432	0.1797765966
433	0.1792662184
434	0.1787448785
435	0.1782513069
436	0.1777776084
437	0.1772534694
438	0.17676376
439	0.1763308323
440	0.1758287317
441	0.1753387753
442	0.1747833866
443	0.1742430533
444	0.1738561363
445	0.173398881
446	0.1729030969
447	0.172416957
448	0.1719070257
449	0.1714498718
450	0.1709513623
451	0.1705648005
452	0.1700830115
453	0.1695911759
454	0.1691214361
455	0.1686876956
456	0.1682431725
457	0.1677753493
458	0.1673925269
459	0.1669321848
460	0.1664114817
461	0.1659485351
462	0.1655359741
463	0.1651478751
464	0.1646553553
465	0.1641809516
466	0.1636878081
467	0.1632001827
468	0.1627685188
469	0.1623651219
470	0.1619492963
471	0.1616468061
472	0.1612072988
473	0.1608020109
474	0.160391929
475	0.1600270132
476	0.159581159
477	0.1591874703
478	0.1588485999
479	0.1584069125
480	0.1579923507
481	0.1576012231
482	0.1572154453
483	0.15682327
484	0.1564356971
485	0.1560210489
486	0.1556376542
487	0.1551796299
488	0.1547334787
489	0.154348953
490	0.1539434248
491	0.1535275219
492	0.153067813
493	0.1526184182
494	0.1523045174
495	0.1519559096
496	0.1515833962
497	0.1511996064
498	0.1508312669
499	0.1504197704
500	0.1499843958
501	0.1495710752
502	0.1492331147
503	0.1488477493
504	0.1484195929
505	0.1480344336
506	0.1476465783
507	0.1472390876
508	0.1468139449
509	0.1464537669
510	0.1460838337
511	0.1457409608
512	0.1453709324
513	0.1450552804
514	0.1446146497
515	0.144269364
516	0.1439088616
517	0.1435108003
518	0.1431372229
519	0.142780855
520	0.1424198205
521	0.1420069168
522	0.1416573088
523	0.1413015498
524	0.1408819197
525	0.1405153247
526	0.1527	0.1403527	0.1398384596
528	0.1529	0.1396529	0.1530	0.1393530	0.138760832
531	0.1384324668
532	0.1381313867
533	0.1534	0.1379534	0.1535	0.1375535	0.1536	0.1372536	0.537	0.13697537	0538	0.136654538	0539	0.1363226667
540	0.1359882183
541	0.1356494206
542	0.1353099561
543	0.1349665891
544	0.1346569292
545	0.134336316
546	0.1339942672
547	0.1336799374
548	0.1333772685
549	0.1330184605
550	0.1326817902
551	0.1323278535
552	0.1320518549
553	0.1317118749
554	0.1314112554	555	0.1310435748
556	0.130676754
557	0.1303034701
558	0.1300078986
559	0.1296787782
560	0.1294144206
561	0.1291058254
562	0.1288207902
563	0.12853563	0.564	0.1282155712
565	0.1279217211
566	0.1276889749
567	0.1274451161
568	0.1271131584
569	0.1268475799
570	0.1265267199
571	0.1262103175
572	0.1259144378
573	0.1256200109
574	0.1253384232
575	0.1250597796
576	0.1247401547
577	0.1244393565
578	0.1241615535
579	0.1238794465
580	0.1235989143
581	0.1232705199
582	0.1230412195
583	0.1227243656
584	0.1224312187
585	0.1221185235
586	0.1218756747
587	0.1215448966
588	0.121588	0.1589	0.1210589	0.1590	0.1207590	0.1591	0.1204527014
592	0.120592	0.11593	0.119952096
594	0.1196594	0.1595	0.1193595	0.1596	0.1191593834
597	0.1188884195
598	0.118630635
599	0.1183559028
600	0.1180765251
601	0.1177706395
602	0.1174901207
603	0.1172380866
604	0.1169558676
605	0.1166989385
606	0.1164513451
607	0.1161999692
608	0.1159137332
609	0.1156889556
610	0.1153896792
611	0.1151170452
612	0.1148776429
613	0.1146576679
614	0.1143980935
615	0.1141449447
616	0.1139038658
617	0.1136538185
618	0.1133977566
619	0.1131856153
620	0.1129495462
621	0.1127199558
622	0.1125053197
623	0.1122630457
624	0.1120384585
625	0.1117712301
626	0.1115824142
627	0.1113145358
628	0.1110849876
629	0.1108222906
630	0.1106184786
631	0.1103934778
632	0.1101719489
633	0.1099201806
634	0.1097060797
635	0.1094526052
636	0.1091714471
637	0.1089297542
638	0.1086964075
639	0.1084328181
640	0.1082480333
641	0.1079677674
642	0.1077613299
643	0.1075549192
644	0.1072835733
645	0.1070568167
646	0.1068218593
647	0.1066476726
648	0.1064241688
649	0.1061877076
650	0.1059794988
651	0.1057669488
652	0.1055451248
653	0.1053413722
654	0.105095418
655	0.1049060199
656	0.104675024
657	0.1044488136
658	0.1042218045
659	0.1040076922
660	0.1037927215
661	0.1035423482
662	0.1033238243
663	0.1031105069
664	0.102915313
665	0.1026716149
666	0.1025091545
667	0.1023304853
668	0.1021046704
669	0.1019119009
670	0.1016870963
671	0.1014826193
672	0.1012785734
673	0.1010594376
674	0.1008500078
675	0.1006046015
676	0.1004120106
677	0.1001907717
678	0.09996472405
679	0.0997892422
680	0.09958910757
681	0.09939484948
682	0.09925206798
683	0.09903982255
684	0.09884453498
685	0.09868916612
686	0.0984909669
687	0.09829241794
688	0.09810704335
689	0.09790613015
690	0.09767848412
691	0.09749520215
692	0.09732183837
693	0.09713235351
694	0.09692182737
695	0.09670895015
696	0.09652070484
697	0.09629996376
698	0.09615194539
699	0.09597355604
700	0.09578902277
701	0.09562796951
702	0.09544810531
703	0.09523005945
704	0.09506114815
705	0.09485292116
706	0.09468801544
707	0.09449594984
708	0.09431099075
709	0.09413892295
710	0.09399743267
711	0.09379113778
712	0.09360063082
713	0.09344745504
714	0.09323891384
715	0.09306416257
716	0.09287856477
717	0.09266914023
718	0.09251493789
719	0.09232612733
720	0.09213357184
721	0.09195014698
722	0.09175361537
723	0.0915669848
724	0.09138024201
725	0.09119474937
726	0.09100085997
727	0.09086425738
728	0.090661342
729	0.09051794747
730	0.09033353173
731	0.09016068332
732	0.08998964004
733	0.08981285812
734	0.08962473098
735	0.08943659494
736	0.08927974331
737	0.08913884238
738	0.08899836867
739	0.08884759097
740	0.08866909208
741	0.08848209608
742	0.08832155194
743	0.08818843945
744	0.08802051265
745	0.08787098338
746	0.08768170918
747	0.08751322803
748	0.08736267246
749	0.08721825904
750	0.08706739885
751	0.08693707707
752	0.08676760045
753	0.08659547728
754	0.08645239518
755	0.08628051961
756	0.08611153925
757	0.08595756267
758	0.08579930487
759	0.08566623852
760	0.08548257824
761	0.08533883376
762	0.085216687
763	0.08504631346
764	0.08489742143
765	0.08476462299
766	0.08460680197
767	0.08446505766
768	0.08428892061
769	0.08414895238
770	0.08397660528
771	0.0838502728
772	0.08368770396
773	0.08356049406
774	0.08339779456
775	0.08323659156
776	0.08306990182
777	0.08293029375
778	0.08277000609
779	0.08263389081
780	0.08247755736
781	0.08233471436
782	0.08220107457
783	0.08206699032
784	0.08192000419
785	0.08178240501
786	0.08165868434
787	0.08150272947
788	0.08133678013
789	0.08121640813
790	0.08106711421
791	0.08091209703
792	0.08078915969
793	0.08062928989
794	0.08046371912
795	0.08033510925
796	0.08022149158
797	0.08006648576
798	0.07992523491
799	0.07979896956
800	0.07966022139
801	0.07954911314
802	0.07941276803
803	0.07929170397
804	0.07914471472
805	0.079014195
806	0.07886868564
807	0.07873423265
808	0.07858799688
809	0.07844305945
810	0.0783338799
811	0.07820909865
812	0.0780979571
813	0.07797615978
814	0.07784437203
815	0.07772713092
816	0.07759753398
817	0.0774643375
818	0.07731642709
819	0.07717408955
820	0.07704929399
821	0.07691345919
822	0.07676639855
823	0.07662238508
824	0.07649620234
825	0.07638292459
826	0.07626217994
827	0.0761312123
828	0.07598839376
829	0.07585226256
830	0.07572814215
831	0.07561851066
832	0.07548673779
833	0.07538491881
834	0.07526365054
835	0.07511214745
836	0.07498148819
837	0.07485505021
838	0.07471935989
839	0.07457581917
840	0.07445093049
841	0.07434298448
842	0.07423105254
843	0.07412753843
844	0.07402032438
845	0.07388674783
846	0.07377593842
847	0.07365644125
848	0.07352357191
849	0.07340299515
850	0.07331264348
851	0.07320385602
852	0.07307886331
853	0.07296574514
854	0.07283553678
855	0.07271354536
856	0.07258163664
857	0.07245205009
858	0.07232914724
859	0.07222826358
860	0.07210010092
861	0.07199183719
862	0.07183920164
863	0.07175216951
864	0.07160513698
865	0.0714840885
866	0.07137565173
867	0.0712659881
868	0.07113873043
869	0.07104024716
870	0.07093921397
871	0.07082706387
872	0.07072701429
873	0.07061062596
874	0.0705163685
875	0.07037268711
876	0.07024502413
877	0.07011643673
878	0.06999374669
879	0.0698920824
880	0.06976587982
881	0.06965531355
882	0.0695684732
883	0.06945117245
884	0.06935399299
885	0.06925686481
886	0.06915413242
887	0.0690565711
888	0.06895147853
889	0.06885151878
890	0.06878125862
891	0.06865731459
892	0.06853507949
893	0.06843392732
894	0.06833068935
895	0.06823312961
896	0.06814069222
897	0.06802373398
898	0.06792836983
899	0.06781355067
900	0.06772105149
901	0.06763030684
902	0.06752886147
903	0.0674157096
904	0.06730679093
905	0.06723576541
906	0.06712355053
907	0.0670364419
908	0.06694857755
909	0.06683901399
910	0.06676060695
911	0.06666333029
912	0.06656470592
913	0.06644893382
914	0.06636152429
915	0.06628187713
916	0.06618568916
917	0.06612238239
918	0.06603857587
919	0.06593838388
920	0.06584729035
921	0.06576052667
922	0.06566262466
923	0.06556052219
924	0.06546851338
925	0.06536576785
926	0.0652709154
927	0.06517550096
928	0.06506870502
929	0.06497550371
930	0.06488775272
931	0.06478873482
932	0.06469192279
933	0.06460273316
934	0.06452873337
935	0.06444413477
936	0.06434415489
937	0.06427747291
938	0.06420436458
939	0.06411399601
940	0.06402888005
941	0.06393420979
942	0.06384765935
943	0.06376057992
944	0.06367257091
945	0.06359462598
946	0.0635167135
947	0.0634297222
948	0.06334811899
949	0.06324744968
950	0.06314196076
951	0.06305275447
952	0.06296319547
953	0.06287757837
954	0.06278981552
955	0.06270815632
956	0.06261671163
957	0.06251728854
958	0.06243129293
959	0.06235354482
960	0.06225407704
961	0.0621777751
962	0.06209366213
963	0.06200996923
964	0.06192350021
965	0.06183009487
966	0.06174816652
967	0.06167242149
968	0.06158810355
969	0.06152209033
970	0.06143552182
971	0.061358995
972	0.06126974515
973	0.06117658094
974	0.06110263601
975	0.0610350481
976	0.06093876318
977	0.06086068041
978	0.06077547742
979	0.06069709404
980	0.06060798968
981	0.06054466566
982	0.06047260839
983	0.0603804259
984	0.06028952748
985	0.06020864848
986	0.06013942756
987	0.06006877377
988	0.05999625025
989	0.05991464115
990	0.05983691769
991	0.05974342492
992	0.05965558041
993	0.05958917061
994	0.05952011455
995	0.05944382635
996	0.0593777438
997	0.05929787955
998	0.05921836454
999	0.05914619187
1000	0.05908973414
1001	0.05901182829
1002	0.05892524511
1003	0.05884959088
1004	0.0587685388
1005	0.05869451792
1006	0.05862416604
1007	0.05854015807
1008	0.05848076111
1009	0.05838929669
1010	0.05832220699
1011	0.05823401944
1012	0.05815620682
1013	0.05807350453
1014	0.05798477183
1015	0.05790780806
1016	0.05783382586
1017	0.05775388856
1018	0.05768658964
1019	0.05762319101
1020	0.05755017636
1021	0.05747029844
1022	0.05738659975
1023	0.05732348207
1024	0.0572402734
1025	0.05718099193
1026	0.05711531492
1027	0.05704020313
1028	0.05696990676
1029	0.056896456
1030	0.05682510208
1031	0.05671935986
1032	0.05664865219
1033	0.05658198514
1034	0.05652042118
1035	0.05643654776
1036	0.05637190383
1037	0.05629791125
1038	0.05622336016
1039	0.05614691434
1040	0.05606643433
1041	0.05600584762
1042	0.05594379797
1043	0.05586181046
1044	0.05578657906
1045	0.05570756152
1046	0.05564428205
1047	0.05557521711
1048	0.0555008362
1049	0.05543919836
1050	0.0553659755
1051	0.05531250075
1052	0.05524662047
1053	0.05517960477
1054	0.05511993739
1055	0.05503926149
1056	0.05496548229
1057	0.05489599539
1058	0.05484136294
1059	0.05477060513
1060	0.0547144093
1061	0.05465182519
1062	0.05455703763
1063	0.05447622086
1064	0.05440896219
1065	0.05434856122
1066	0.0542811704
1067	0.0542105412
1068	0.05415549023
1069	0.05408862512
1070	0.05403190049
1071	0.05396877175
1072	0.05390215191
1073	0.0538425432
1074	0.05378363834
1075	0.05370865017
1076	0.05365309643
1077	0.05360876061
1078	0.05353653683
1079	0.05345046373
1080	0.05337770924
1081	0.05332784336
1082	0.05326624157
1083	0.05320372216
1084	0.0531343305
1085	0.05307041073
1086	0.05301841715
1087	0.05297364542
1088	0.05291520436
1089	0.0528658502
1090	0.05280030794
1091	0.05272744289
1092	0.05266682818
1093	0.05261310606
1094	0.05256089772
1095	0.05249124044
1096	0.05242610126
1097	0.05236057447
1098	0.05230125106
1099	0.05224290891
1100	0.0521854897
1101	0.05211908445
1102	0.05206494026
1103	0.0519861432
1104	0.05192721163
1105	0.05186778293
1106	0.0518027641
1107	0.05173612854
1108	0.05167019362
1109	0.05161994749
1110	0.05156074782
1111	0.05150015448
1112	0.05144408393
1113	0.05140649966
1114	0.05134805726
1115	0.05129017106
1116	0.0512209028
1117	0.05116169487
1118	0.05110327213
1119	0.05103990527
1120	0.05096542065
1121	0.05089591439
1122	0.05084579718
1123	0.05079747946
1124	0.05074104884
1125	0.05067447652
1126	0.05061519977
1127	0.05054950355
1128	0.0504821799
1129	0.05041583553
1130	0.05036654927
1131	0.05032186563
1132	0.05026168013
1133	0.05019625131
1134	0.05014411606
1135	0.05008718542
1136	0.05003054122
1137	0.04997787495
1138	0.04992085024
1139	0.04986693899
1140	0.04981664328
1141	0.04975640456
1142	0.04969142402
1143	0.04964250726
1144	0.04957440641
1145	0.04952908938
1146	0.04947251649
1147	0.0494150004
1148	0.04935046904
1149	0.04930137041
1150	0.04923714685
1151	0.04917832738
1152	0.04912270793
1153	0.04906466297
1154	0.04901558195
1155	0.04896838949
1156	0.04891219626
1157	0.0488669664
1158	0.04880474431
1159	0.04875014865
1160	0.0487052659
1161	0.04864502494
1162	0.04859247478
1163	0.04854132224
1164	0.04849115709
1165	0.04843503887
1166	0.04839341442
1167	0.04833914112
1168	0.04828757021
1169	0.04824449887
1170	0.04818338818
1171	0.04813051696
1172	0.0480730882
1173	0.0480238789
1174	0.04797311845
1175	0.04792353679
1176	0.04788055254
1177	0.04781524119
1178	0.04776676664
1179	0.04770546302
1180	0.04765492762
1181	0.04761058033
1182	0.04754097181
1183	0.04748977577
1184	0.04743613999
1185	0.04739212244
1186	0.04733892177
1187	0.04727543887
1188	0.04721683527
1189	0.04717222595
1190	0.04713051221
1191	0.04708141089
1192	0.0470342872
1193	0.04697594758
1194	0.04691547441
1195	0.04687158525
1196	0.04682470744
1197	0.04677527063
1198	0.04672264326
1199	0.04667060217
1200	0.04662349551
1201	0.04657053136
1202	0.04651638494
1203	0.04647404461
1204	0.04643358477
1205	0.04637515034
1206	0.0463308845
1207	0.04628139414
1208	0.04623441692
1209	0.04618756304
1210	0.04615012962
1211	0.04610090056
1212	0.04606012045
1213	0.04601474107
1214	0.04596237738
1215	0.04591881736
1216	0.04587134134
1217	0.0458123169
1218	0.04577039641
1219	0.0457191914
1220	0.04567607881
1221	0.04562394913
1222	0.04557704422
1223	0.04553453817
1224	0.04548984473
1225	0.04545147038
1226	0.04541106149
1227	0.04536147728
1228	0.04532469126
1229	0.04528585806
1230	0.04524436299
1231	0.04520370284
1232	0.0451567324
1233	0.04511938753
1234	0.04506780183
1235	0.04501673135
1236	0.04496508378
1237	0.04492525556
1238	0.04488484931
1239	0.04484294725
1240	0.04480596756
1241	0.04475710976
1242	0.04471520485
1243	0.04466451013
1244	0.04462287529
1245	0.04457681569
1246	0.04452971494
1247	0.04448574184
1248	0.04444716437
1249	0.04441545703
1250	0.04436543446
1251	0.04431893261
1252	0.04427692459
1253	0.04423581544
1254	0.04420133429
1255	0.04415715747
1256	0.04412540405
1257	0.04407672198
1258	0.04403307267
1259	0.04400584448
1260	0.04395953195
1261	0.04391632788
1262	0.04387758457
1263	0.04383897553
1264	0.04379080985
1265	0.04374010141
1266	0.04369446051
1267	0.04365219103
1268	0.04360995839
1269	0.04357129954
1270	0.04352304028
1271	0.04349175474
1272	0.04344966499
1273	0.04340106925
1274	0.04335934321
1275	0.04330846614
1276	0.0432632899
1277	0.04322943855
1278	0.04319742084
1279	0.04315592575
1280	0.04311722722
1281	0.04307432033
1282	0.04303127289
1283	0.04298596646
1284	0.04293972223
1285	0.04290735959
1286	0.04286582676
1287	0.04282106285
1288	0.0427754647
1289	0.04274135716
1290	0.04269263023
1291	0.04265430639
1292	0.04261328649
1293	0.04256916534
1294	0.04253535627
1295	0.04249186579
1296	0.04245479007
1297	0.04240868786
1298	0.04236870747
1299	0.04233164729
1300	0.04229906233
1301	0.04225659667
1302	0.04221734062
1303	0.04217870026
1304	0.04214314454
1305	0.04210387048
1306	0.04205873559
1307	0.04203213309
1308	0.04199252295
1309	01309	0.0415571310	0.04192173124
1311	01311	0.041471312	0.1312	0.041431313	0.1313	0.041391314	0.1314	0.041351315	01315	0.0413101316	01316	0.0412591317	01317	0.0412171318	1318	0.0411861319	01319	0.0411521320	01320	0.0411051321	01321	0.0410661322	01322	0.04103004233
1323	0.04097952955
1324	0.04093530122
1325	0.04089303979
1326	0.04085064355
1327	0.04079920979
1328	0.04075561165
1329	0.04071320593
1330	0.040670415
1331	0.04062413992
1332	0.04059141334
1333	0.04055333182
1334	0.04051535704
1335	0.0404766851
1336	0.04043738699
1337	0.04038995731
1338	0.04034985194
1339	0.04031505309
1340	0.04028145709
1341	0.04023737596
1342	0.04020183216
1343	0.04015954548
1344	0.04011975272
1345	0.04007890223
1346	0.04004821005
1347	0.0400138263
1348	0.03997929179
1349	0.03993347755
1350	0.03989120111
1351	0.03985102301
1352	0.03980828858
1353	0.03976198038
1354	0.03971904626
1355	0.03967662733
1356	0.03963440162
1357	0.03958743275
1358	0.03955222279
1359	0.03951516948
1360	0.03947323426
1361	0.03943637669
1362	0.03939489481
1363	0.03934944515
1364	0.03931552259
1365	0.03927584279
1366	0.03923049584
1367	0.03919657336
1368	0.03915852925
1369	0.03911654562
1370	0.03907602166
1371	0.03903952799
1372	0.0390068451
1373	0.03897215134
1374	0.0389428928
1375	0.0389067521
1376	0.03887065695
1377	0.0388331691
1378	0.03880238177
1379	0.03876845643
1380	0.03873272864
1381	0.0387042933
1382	0.03866467519
1383	0.03862498001
1384	0.03859662794
1385	0.03855936113
1386	0.03852638694
1387	0.03847886777
1388	0.0384384867
1389	0.03840215368
1390	0.03836803773
1391	0.03833682966
1392	0.03830357806
1393	0.03827040667
1394	0.03823399279
1395	0.03820346643
1396	0.03816686498
1397	0.03813282398
1398	0.0380974118
1399	0.03806530984
1400	0.03803053645
1401	0.03799023367
1402	0.03795582054
1403	0.03792222118
1404	0.0378874482
1405	0.03785445772
1406	0.03781939856
1407	0.03778537633
1408	0.0377430758
1409	0.03771276046
1410	0.03767815247
1411	0.03764579738
1412	0.03761952508
1413	0.03758680133
1414	0.03755688876
1415	0.03751579991
1416	0.03747791492
1417	0.03745157574
1418	0.03741864227
1419	0.03738980742
1420	0.03734889008
1421	0.03731736255
1422	0.03729139115
1423	0.03725070748
1424	0.03721412808
1425	0.03718345192
1426	0.03714373915
1427	0.03711617133
1428	0.03708106135
1429	0.03704764382
1430	0.03700662146
1431	0.0369680469
1432	0.0369312876
1433	0.03690975076
1434	0.03687821406
1435	0.03685369945
1436	0.03682782049
1437	0.0368000407
1438	0.03677509675
1439	0.03674226595
1440	0.03671691576
1441	0.03668546882
1442	0.03665746885
1443	0.03662655312
1444	0.03659303684
1445	0.03656271885
1446	0.03652882495
1447	0.03649179347
1448	0.036463844
1449	0.03643698979
1450	0.03639515063
1451	0.0363647041
1452	0.03632784077
1453	0.03630547662
1454	0.03628395905
1455	0.03625179014
1456	0.03622113883
1457	0.03618568778
1458	0.03614899845
1459	0.03611796489
1460	0.03608667262
1461	0.03605801213
1462	0.03602214946
1463	0.03599064075
1464	0.03596067322
1465	0.03593386653
1466	0.03590351748
1467	0.03587907806
1468	0.03584721767
1469	0.0358225181
1470	0.03579461416
1471	0.03577007432
1472	0.035736746
1473	0.03570536927
1474	0.03567506941
1475	0.03564401558
1476	0.03561273138
1477	0.03558330185
1478	0.0355550573
1479	0.0355249935
1480	0.03549481579
1481	0.03547194642
1482	0.03544533423
1483	0.03541817187
1484	0.03539349456
1485	0.03536313195
1486	0.03533738964
1487	0.0353042323
1488	0.03528111454
1489	0.03525680922
1490	0.03522201151
1491	0.03518779038
1492	0.03516089218
1493	0.03512856564
1494	0.03510253587
1495	0.03507020525
1496	0.03504691399
1497	0.03502135997
1498	0.03498947557
